Name	P6_1_quant
NEUTE1DRAFT_81533	615.175
NEUTE1DRAFT_84111	27.6014
NEUTE1DRAFT_47574	0
NEUTE1DRAFT_39987	7.44508
NEUTE1DRAFT_120339	11.6374
NEUTE1DRAFT_56171	90.6581
NEUTE1DRAFT_125801	54.1804
NEUTE1DRAFT_60887	79.9137
NEUTE1DRAFT_123473	86.317
NEUTE1DRAFT_77255	38.8981
NEUTE1DRAFT_119436	102.189
NEUTE1DRAFT_116247	322.244
NEUTE1DRAFT_115902	110.507
NEUTE1DRAFT_100540	0
NEUTE1DRAFT_98056	66.9673
NEUTE1DRAFT_55569	80.1227
NEUTE1DRAFT_60894	24.7627
NEUTE1DRAFT_36043	7.01627
NEUTE1DRAFT_78113	9.75726
NEUTE1DRAFT_125412	16.9684
NEUTE1DRAFT_59862	329.791
NEUTE1DRAFT_102578	1.90489
NEUTE1DRAFT_71946	117.353
NEUTE1DRAFT_87140	65.1619
NEUTE1DRAFT_119543	2.67503
NEUTE1DRAFT_89755	29.8839
NEUTE1DRAFT_58099	22.59
NEUTE1DRAFT_56257	128.9
NEUTE1DRAFT_61404	2093.47
NEUTE1DRAFT_144051	52.4503
NEUTE1DRAFT_126288	31.8238
NEUTE1DRAFT_135819	276.732
NEUTE1DRAFT_53762	0
NEUTE1DRAFT_88125	58.1351
NEUTE1DRAFT_34901	40.7805
NEUTE1DRAFT_119470	33.5088
NEUTE1DRAFT_100139	0.619246
NEUTE1DRAFT_147668	14.8113
NEUTE1DRAFT_106752	1.30443
NEUTE1DRAFT_42052	132.677
NEUTE1DRAFT_131775	36.8884
NEUTE1DRAFT_100021	0
NEUTE1DRAFT_117378	68.0655
NEUTE1DRAFT_44305	0
NEUTE1DRAFT_127005	16.9293
NEUTE1DRAFT_117930	0
NEUTE1DRAFT_128109	17.8314
NEUTE1DRAFT_127718	48.194
NEUTE1DRAFT_85302	6.44265
NEUTE1DRAFT_99736	7.25861
NEUTE1DRAFT_93823	93.4716
NEUTE1DRAFT_87209	24.8895
NEUTE1DRAFT_129311	10.7485
NEUTE1DRAFT_125489	4.88338
NEUTE1DRAFT_134855	0.75291
NEUTE1DRAFT_76326	25.3876
NEUTE1DRAFT_64832	46.548
NEUTE1DRAFT_97845	5.31045
NEUTE1DRAFT_66517	61.1312
NEUTE1DRAFT_37225	10.0541
NEUTE1DRAFT_127377	28.5712
NEUTE1DRAFT_84705	14.0404
NEUTE1DRAFT_39335	43.1949
NEUTE1DRAFT_144564	2.20296
NEUTE1DRAFT_125096	23.7591
NEUTE1DRAFT_43193	30.6241
NEUTE1DRAFT_121415	29.9849
NEUTE1DRAFT_83037	21.6432
NEUTE1DRAFT_61981	171.754
NEUTE1DRAFT_108275	0
NEUTE1DRAFT_57445	15.3084
NEUTE1DRAFT_112750	3.65783
NEUTE1DRAFT_86810	49.767
NEUTE1DRAFT_82939	9.08993
NEUTE1DRAFT_84499	62.6475
NEUTE1DRAFT_145192	10.1935
NEUTE1DRAFT_79537	5.44757
NEUTE1DRAFT_134114	0
NEUTE1DRAFT_97284	1.25837
NEUTE1DRAFT_73208	18.212
NEUTE1DRAFT_144158	21.7127
NEUTE1DRAFT_119735	40.2427
NEUTE1DRAFT_102785	7.24718
NEUTE1DRAFT_98341	0
NEUTE1DRAFT_78203	17.3016
NEUTE1DRAFT_129642	23.3396
NEUTE1DRAFT_106761	0
NEUTE1DRAFT_138134	94.9376
NEUTE1DRAFT_115606	609.821
NEUTE1DRAFT_101762	0
NEUTE1DRAFT_107235	0
NEUTE1DRAFT_91313	12.6303
NEUTE1DRAFT_97325	0.374439
NEUTE1DRAFT_123259	45.2451
NEUTE1DRAFT_116128	35.1572
NEUTE1DRAFT_97324	12.5662
NEUTE1DRAFT_77860	0.042727
NEUTE1DRAFT_55853	100.537
NEUTE1DRAFT_119830	17.3529
NEUTE1DRAFT_62605	17.4466
NEUTE1DRAFT_83634	0.545564
NEUTE1DRAFT_145879	10.1343
NEUTE1DRAFT_67419	52.325
NEUTE1DRAFT_120894	9.85769
NEUTE1DRAFT_110275	14.8663
NEUTE1DRAFT_124278	0
NEUTE1DRAFT_58743	2788.21
NEUTE1DRAFT_102570	300.214
NEUTE1DRAFT_119501	53.2009
NEUTE1DRAFT_99408	1.94433
NEUTE1DRAFT_77521	32.1859
NEUTE1DRAFT_77468	23.3288
NEUTE1DRAFT_115710	29.5718
NEUTE1DRAFT_120283	32.5379
NEUTE1DRAFT_57468	31.1943
NEUTE1DRAFT_128695	45.4409
NEUTE1DRAFT_59962	58.4648
NEUTE1DRAFT_128250	40.9166
NEUTE1DRAFT_107642	0
NEUTE1DRAFT_36302	0.097509
NEUTE1DRAFT_77266	6.78273
NEUTE1DRAFT_57335	129.593
NEUTE1DRAFT_92023	16.2155
NEUTE1DRAFT_144139	24.3224
NEUTE1DRAFT_34759	0
NEUTE1DRAFT_123086	59.7071
NEUTE1DRAFT_97680	75.6424
NEUTE1DRAFT_50053	0
NEUTE1DRAFT_39436	8.52492
NEUTE1DRAFT_127545	14.4299
NEUTE1DRAFT_119503	740.532
NEUTE1DRAFT_106739	0.585586
NEUTE1DRAFT_58625	18.9723
NEUTE1DRAFT_118663	17.3824
NEUTE1DRAFT_80270	1.90036
NEUTE1DRAFT_144920	6.91456
NEUTE1DRAFT_139838	19.9936
NEUTE1DRAFT_102688	0.775511
NEUTE1DRAFT_143972	37.0419
NEUTE1DRAFT_77394	46.9561
NEUTE1DRAFT_121459	950.641
NEUTE1DRAFT_59951	21.7977
NEUTE1DRAFT_91627	12.1715
NEUTE1DRAFT_101590	140.323
NEUTE1DRAFT_119395	64.6783
NEUTE1DRAFT_115736	1.41903
NEUTE1DRAFT_16584	4.13933
NEUTE1DRAFT_118239	106.51
NEUTE1DRAFT_85225	7.45706
NEUTE1DRAFT_79431	31.349
NEUTE1DRAFT_57003	7.74948
NEUTE1DRAFT_60724	188.975
NEUTE1DRAFT_78894	9.17166
NEUTE1DRAFT_116243	582.05
NEUTE1DRAFT_42286	0
NEUTE1DRAFT_95191	1581.63
NEUTE1DRAFT_105072	12.6425
NEUTE1DRAFT_76873	179.889
NEUTE1DRAFT_77307	5.48035
NEUTE1DRAFT_100964	0
NEUTE1DRAFT_121216	14.3068
NEUTE1DRAFT_35080	199.46
NEUTE1DRAFT_78711	57.2758
NEUTE1DRAFT_82270	28.395
NEUTE1DRAFT_108710	1.4785
NEUTE1DRAFT_120758	29.9653
NEUTE1DRAFT_99944	31.1778
NEUTE1DRAFT_40119	8.64546
NEUTE1DRAFT_121737	18.3169
NEUTE1DRAFT_119856	0.902961
NEUTE1DRAFT_90856	54.8023
NEUTE1DRAFT_145954	658.587
NEUTE1DRAFT_82536	58.9723
NEUTE1DRAFT_38422	25.5185
NEUTE1DRAFT_98517	19.0745
NEUTE1DRAFT_97794	1.27299
NEUTE1DRAFT_99711	3.53521
NEUTE1DRAFT_38343	15.565
NEUTE1DRAFT_77920	1.58546
NEUTE1DRAFT_76603	45.4662
NEUTE1DRAFT_75384	6.01131
NEUTE1DRAFT_129931	78.1966
NEUTE1DRAFT_143752	15.2576
NEUTE1DRAFT_18814	16.1478
NEUTE1DRAFT_57663	37.8965
NEUTE1DRAFT_17445	14.7167
NEUTE1DRAFT_127198	6.91895
NEUTE1DRAFT_106153	7.1911
NEUTE1DRAFT_50189	0
NEUTE1DRAFT_39726	30.4374
NEUTE1DRAFT_76989	91.4288
NEUTE1DRAFT_85111	19.6174
NEUTE1DRAFT_117654	522.595
NEUTE1DRAFT_124576	21.3572
NEUTE1DRAFT_56138	42.6229
NEUTE1DRAFT_84732	132.371
NEUTE1DRAFT_98648	0
NEUTE1DRAFT_34410	0
NEUTE1DRAFT_82714	1.99385
NEUTE1DRAFT_97301	0
NEUTE1DRAFT_119490	6105.82
NEUTE1DRAFT_43366	0
NEUTE1DRAFT_121665	14.0249
NEUTE1DRAFT_97261	5.18942
NEUTE1DRAFT_66644	42.0424
NEUTE1DRAFT_51857	8.20339
NEUTE1DRAFT_95859	98.7875
NEUTE1DRAFT_75905	117.5
NEUTE1DRAFT_116033	298.718
NEUTE1DRAFT_143631	0.274841
NEUTE1DRAFT_59468	40.878
NEUTE1DRAFT_128413	35.7086
NEUTE1DRAFT_35100	707.17
NEUTE1DRAFT_34042	22.0928
NEUTE1DRAFT_121573	13.6126
NEUTE1DRAFT_121207	30.9273
NEUTE1DRAFT_127482	20.2973
NEUTE1DRAFT_117040	124.231
NEUTE1DRAFT_144135	31.3077
NEUTE1DRAFT_28700	16.1282
NEUTE1DRAFT_115765	3.47352
NEUTE1DRAFT_75912	33.422
NEUTE1DRAFT_136923	40.7158
NEUTE1DRAFT_89767	11.5845
NEUTE1DRAFT_147204	24.1305
NEUTE1DRAFT_143846	73.8193
NEUTE1DRAFT_143632	172.441
NEUTE1DRAFT_127946	76.062
NEUTE1DRAFT_46955	151.819
NEUTE1DRAFT_36785	37.0082
NEUTE1DRAFT_69643	18.8607
NEUTE1DRAFT_75094	17.1777
NEUTE1DRAFT_145833	100.329
NEUTE1DRAFT_111367	1.17576
NEUTE1DRAFT_110545	0.197293
NEUTE1DRAFT_144368	398.27
NEUTE1DRAFT_116391	256.733
NEUTE1DRAFT_120299	67.6898
NEUTE1DRAFT_93136	94.9896
NEUTE1DRAFT_106757	0.251139
NEUTE1DRAFT_137160	0
NEUTE1DRAFT_113286	19.6308
NEUTE1DRAFT_145262	46.0106
NEUTE1DRAFT_111200	0.757847
NEUTE1DRAFT_144534	37.7488
NEUTE1DRAFT_98520	467.468
NEUTE1DRAFT_101533	0
NEUTE1DRAFT_17702	19.4395
NEUTE1DRAFT_149163	2695.72
NEUTE1DRAFT_102038	0.408044
NEUTE1DRAFT_100278	36.1399
NEUTE1DRAFT_80559	48.3173
NEUTE1DRAFT_115599	45.1195
NEUTE1DRAFT_80051	10.5616
NEUTE1DRAFT_95326	0.847115
NEUTE1DRAFT_123179	77.4102
NEUTE1DRAFT_22837	4.8675
NEUTE1DRAFT_148254	4.86051
NEUTE1DRAFT_115672	1.11965
NEUTE1DRAFT_107936	1.16117
NEUTE1DRAFT_52623	0
NEUTE1DRAFT_77317	12.8309
NEUTE1DRAFT_124488	9.08184
NEUTE1DRAFT_77391	30.2849
NEUTE1DRAFT_116720	171.955
NEUTE1DRAFT_64093	89.725
NEUTE1DRAFT_100921	0
NEUTE1DRAFT_103774	1.44882
NEUTE1DRAFT_134113	29.2292
NEUTE1DRAFT_60264	30.0542
NEUTE1DRAFT_102712	0
NEUTE1DRAFT_40112	333.829
NEUTE1DRAFT_103964	1.20462
NEUTE1DRAFT_98703	0
NEUTE1DRAFT_97326	0.432921
NEUTE1DRAFT_118876	119.304
NEUTE1DRAFT_85588	5.27123
NEUTE1DRAFT_70335	124.261
NEUTE1DRAFT_107585	16.0823
NEUTE1DRAFT_79358	14.8705
NEUTE1DRAFT_130520	17.4916
NEUTE1DRAFT_120220	196.219
NEUTE1DRAFT_120918	10.2984
NEUTE1DRAFT_145188	13.278
NEUTE1DRAFT_127610	1.6076
NEUTE1DRAFT_121317	30.2533
NEUTE1DRAFT_78270	7.20025
NEUTE1DRAFT_123234	18.7735
NEUTE1DRAFT_84406	257.437
NEUTE1DRAFT_98113	16.4442
NEUTE1DRAFT_125019	7.17187
NEUTE1DRAFT_127917	46.206
NEUTE1DRAFT_89933	18.8254
NEUTE1DRAFT_61430	22.1867
NEUTE1DRAFT_97642	117.418
NEUTE1DRAFT_119700	191.555
NEUTE1DRAFT_117540	208.628
NEUTE1DRAFT_120617	3.4187
NEUTE1DRAFT_134116	4.49914
NEUTE1DRAFT_148459	1.27556
NEUTE1DRAFT_67967	19.2196
NEUTE1DRAFT_86506	12.2823
NEUTE1DRAFT_38482	0
NEUTE1DRAFT_77143	0
NEUTE1DRAFT_58434	12.3465
NEUTE1DRAFT_116244	11.8523
NEUTE1DRAFT_129817	10.8361
NEUTE1DRAFT_58114	81.6572
NEUTE1DRAFT_85268	46.5499
NEUTE1DRAFT_92106	40.2475
NEUTE1DRAFT_143819	1.08846
NEUTE1DRAFT_119351	107.622
NEUTE1DRAFT_127715	67.0796
NEUTE1DRAFT_56611	2.78354
NEUTE1DRAFT_101586	0
NEUTE1DRAFT_144233	29.5873
NEUTE1DRAFT_131919	5.86666
NEUTE1DRAFT_109457	8.56135
NEUTE1DRAFT_75166	266.208
NEUTE1DRAFT_97727	25.2216
NEUTE1DRAFT_125704	0
NEUTE1DRAFT_144146	36.9827
NEUTE1DRAFT_99516	36.5639
NEUTE1DRAFT_126363	16.5028
NEUTE1DRAFT_60343	54.6296
NEUTE1DRAFT_121104	21.6117
NEUTE1DRAFT_56932	179.273
NEUTE1DRAFT_116208	44.4035
NEUTE1DRAFT_105772	130.332
NEUTE1DRAFT_57815	44.3275
NEUTE1DRAFT_121928	23.7198
NEUTE1DRAFT_87562	19.6218
NEUTE1DRAFT_115848	3.12226
NEUTE1DRAFT_144089	12.365
NEUTE1DRAFT_115778	166.016
NEUTE1DRAFT_126129	23.5782
NEUTE1DRAFT_100432	0.347523
NEUTE1DRAFT_73504	78.9133
NEUTE1DRAFT_101204	0
NEUTE1DRAFT_130168	34.5999
NEUTE1DRAFT_57101	22.087
NEUTE1DRAFT_75934	100.578
NEUTE1DRAFT_77104	12.4347
NEUTE1DRAFT_133644	23.5619
NEUTE1DRAFT_117867	0
NEUTE1DRAFT_36151	3.28192
NEUTE1DRAFT_39662	0
NEUTE1DRAFT_41837	1.68676
NEUTE1DRAFT_72679	9.78308
NEUTE1DRAFT_121966	117.129
NEUTE1DRAFT_58426	52.9311
NEUTE1DRAFT_66670	19.5181
NEUTE1DRAFT_114214	4.65489
NEUTE1DRAFT_40727	0.120412
NEUTE1DRAFT_56096	64.2292
NEUTE1DRAFT_56774	44.986
NEUTE1DRAFT_149196	5.72024
NEUTE1DRAFT_115888	142.78
NEUTE1DRAFT_129366	4.71957
NEUTE1DRAFT_123472	7.51251
NEUTE1DRAFT_75300	0.992032
NEUTE1DRAFT_98660	0
NEUTE1DRAFT_116004	79.8364
NEUTE1DRAFT_75781	3.61653
NEUTE1DRAFT_97352	8.78871
NEUTE1DRAFT_74007	15.0804
NEUTE1DRAFT_71951	30.8463
NEUTE1DRAFT_97316	0
NEUTE1DRAFT_120209	8.26068
NEUTE1DRAFT_136056	0
NEUTE1DRAFT_99933	0
NEUTE1DRAFT_145548	80.7422
NEUTE1DRAFT_115816	33.9523
NEUTE1DRAFT_60706	13.7581
NEUTE1DRAFT_35710	6.78244
NEUTE1DRAFT_60095	20.0831
NEUTE1DRAFT_98195	0
NEUTE1DRAFT_39932	5.20836
NEUTE1DRAFT_115811	90.635
NEUTE1DRAFT_146058	40.4661
NEUTE1DRAFT_83819	36.2624
NEUTE1DRAFT_117929	104.603
NEUTE1DRAFT_101760	0
NEUTE1DRAFT_46688	77.2973
NEUTE1DRAFT_119411	1345.19
NEUTE1DRAFT_108290	9.31821
NEUTE1DRAFT_107155	99.2217
NEUTE1DRAFT_116094	52.8283
NEUTE1DRAFT_121615	24.2755
NEUTE1DRAFT_82095	25.2328
NEUTE1DRAFT_144504	13.6832
NEUTE1DRAFT_134255	0.711803
NEUTE1DRAFT_121271	38.9679
NEUTE1DRAFT_120598	13.9512
NEUTE1DRAFT_59117	19.4029
NEUTE1DRAFT_130190	8.25463
NEUTE1DRAFT_147150	36.6376
NEUTE1DRAFT_119733	22.0587
NEUTE1DRAFT_67472	36.2218
NEUTE1DRAFT_79014	120.813
NEUTE1DRAFT_117658	148.291
NEUTE1DRAFT_28661	0
NEUTE1DRAFT_138196	14.847
NEUTE1DRAFT_127260	0.424168
NEUTE1DRAFT_147460	8.64944
NEUTE1DRAFT_74902	78.4638
NEUTE1DRAFT_83919	55.1378
NEUTE1DRAFT_75235	110.52
NEUTE1DRAFT_111896	0
NEUTE1DRAFT_99125	139.287
NEUTE1DRAFT_120372	8.11784
NEUTE1DRAFT_121440	42.0948
NEUTE1DRAFT_80598	47.0361
NEUTE1DRAFT_117692	143.789
NEUTE1DRAFT_122358	43.7419
NEUTE1DRAFT_144819	31.2709
NEUTE1DRAFT_56261	21.2656
NEUTE1DRAFT_148386	9.29736
NEUTE1DRAFT_56293	16.5109
NEUTE1DRAFT_60868	10.9643
NEUTE1DRAFT_70442	36.348
NEUTE1DRAFT_97551	35.6892
NEUTE1DRAFT_140662	115.355
NEUTE1DRAFT_36086	32.4161
NEUTE1DRAFT_144889	3.82546
NEUTE1DRAFT_56368	64.8492
NEUTE1DRAFT_88936	2.54192
NEUTE1DRAFT_45645	74.0316
NEUTE1DRAFT_76176	5.11895
NEUTE1DRAFT_69695	22.666
NEUTE1DRAFT_78126	14.8557
NEUTE1DRAFT_97921	0
NEUTE1DRAFT_144150	170.157
NEUTE1DRAFT_80533	8.38781
NEUTE1DRAFT_51344	0
NEUTE1DRAFT_115595	95.0945
NEUTE1DRAFT_115656	1145.83
NEUTE1DRAFT_150891	9.02752
NEUTE1DRAFT_118698	110.589
NEUTE1DRAFT_84197	105.333
NEUTE1DRAFT_128204	134.071
NEUTE1DRAFT_120094	1.10656
NEUTE1DRAFT_100057	51.1504
NEUTE1DRAFT_88388	89.2277
NEUTE1DRAFT_38010	13.5972
NEUTE1DRAFT_134199	90.9871
NEUTE1DRAFT_126545	58.2921
NEUTE1DRAFT_74992	51.8735
NEUTE1DRAFT_107346	2.83633
NEUTE1DRAFT_67044	21.1607
NEUTE1DRAFT_134680	0.313415
NEUTE1DRAFT_85223	803.153
NEUTE1DRAFT_75289	51.7762
NEUTE1DRAFT_116781	30.5752
NEUTE1DRAFT_83961	5.65142
NEUTE1DRAFT_28756	0
NEUTE1DRAFT_143891	28.882
NEUTE1DRAFT_75436	7.39482
NEUTE1DRAFT_109424	1.42461
NEUTE1DRAFT_37762	12.7708
NEUTE1DRAFT_49349	0
NEUTE1DRAFT_106764	0
NEUTE1DRAFT_60956	45.6882
NEUTE1DRAFT_61201	27.1686
NEUTE1DRAFT_134797	21.4411
NEUTE1DRAFT_140211	105.533
NEUTE1DRAFT_119370	0.287841
NEUTE1DRAFT_70452	1.96574
NEUTE1DRAFT_74892	18.5765
NEUTE1DRAFT_128167	0.742444
NEUTE1DRAFT_122905	55.1715
NEUTE1DRAFT_68574	37.4862
NEUTE1DRAFT_99065	1.64041
NEUTE1DRAFT_75638	69.9202
NEUTE1DRAFT_57688	64.7172
NEUTE1DRAFT_66484	6.46142
NEUTE1DRAFT_116581	0
NEUTE1DRAFT_144095	11.8969
NEUTE1DRAFT_115994	160.904
NEUTE1DRAFT_15063	1.49404
NEUTE1DRAFT_92946	33.8874
NEUTE1DRAFT_100558	31.7519
NEUTE1DRAFT_97305	38.0718
NEUTE1DRAFT_107001	1.63926
NEUTE1DRAFT_41142	0
NEUTE1DRAFT_115268	0.972547
NEUTE1DRAFT_134154	1.52759
NEUTE1DRAFT_115773	287.895
NEUTE1DRAFT_120415	37.7556
NEUTE1DRAFT_101368	32.1587
NEUTE1DRAFT_127029	22.4557
NEUTE1DRAFT_108014	8.58055
NEUTE1DRAFT_41039	16.8234
NEUTE1DRAFT_98134	0
NEUTE1DRAFT_120406	57.623
NEUTE1DRAFT_101137	0
NEUTE1DRAFT_34692	0
NEUTE1DRAFT_100291	0
NEUTE1DRAFT_117076	21.1355
NEUTE1DRAFT_77930	51.5937
NEUTE1DRAFT_36209	26.9645
NEUTE1DRAFT_135633	45.3503
NEUTE1DRAFT_147038	42.4248
NEUTE1DRAFT_69316	98.979
NEUTE1DRAFT_148227	299.713
NEUTE1DRAFT_120136	30.1826
NEUTE1DRAFT_62263	215.112
NEUTE1DRAFT_93699	260.974
NEUTE1DRAFT_82483	49.7038
NEUTE1DRAFT_57172	8.71561
NEUTE1DRAFT_130400	33.6745
NEUTE1DRAFT_58629	29.9624
NEUTE1DRAFT_150992	68.1169
NEUTE1DRAFT_48806	1.36648
NEUTE1DRAFT_77373	32.5301
NEUTE1DRAFT_121907	41.8163
NEUTE1DRAFT_106767	1.20481
NEUTE1DRAFT_68698	59.7424
NEUTE1DRAFT_80986	6.70361
NEUTE1DRAFT_101241	0.905933
NEUTE1DRAFT_67492	11.1757
NEUTE1DRAFT_60813	42.0335
NEUTE1DRAFT_98865	0
NEUTE1DRAFT_51786	9.95281
NEUTE1DRAFT_145121	107.384
NEUTE1DRAFT_143615	11.1923
NEUTE1DRAFT_124565	3.7879
NEUTE1DRAFT_41301	155.999
NEUTE1DRAFT_121024	55.4958
NEUTE1DRAFT_77426	122.675
NEUTE1DRAFT_121830	90.0751
NEUTE1DRAFT_127519	16.8566
NEUTE1DRAFT_115990	138.558
NEUTE1DRAFT_57478	43.4991
NEUTE1DRAFT_143773	159.921
NEUTE1DRAFT_136002	5.18565
NEUTE1DRAFT_101237	0
NEUTE1DRAFT_103302	0
NEUTE1DRAFT_134177	0
NEUTE1DRAFT_36553	44.6924
NEUTE1DRAFT_63387	3.79714
NEUTE1DRAFT_139743	7.50832
NEUTE1DRAFT_145311	22.7398
NEUTE1DRAFT_131414	399.526
NEUTE1DRAFT_127256	64.7455
NEUTE1DRAFT_123209	123.721
NEUTE1DRAFT_132082	23.1088
NEUTE1DRAFT_119422	119.623
NEUTE1DRAFT_115968	64.5836
NEUTE1DRAFT_64374	3.05947
NEUTE1DRAFT_63521	24.7256
NEUTE1DRAFT_138685	12.0483
NEUTE1DRAFT_77285	55.5851
NEUTE1DRAFT_78852	18.2134
NEUTE1DRAFT_56847	6.13678
NEUTE1DRAFT_93525	22.2328
NEUTE1DRAFT_129580	47.0964
NEUTE1DRAFT_70070	68.7532
NEUTE1DRAFT_120886	5.54906
NEUTE1DRAFT_127133	26.3841
NEUTE1DRAFT_119769	44.201
NEUTE1DRAFT_97922	0
NEUTE1DRAFT_117070	92.9955
NEUTE1DRAFT_36522	0
NEUTE1DRAFT_146237	40.1331
NEUTE1DRAFT_145731	26.9779
NEUTE1DRAFT_56321	16.829
NEUTE1DRAFT_59744	38.5196
NEUTE1DRAFT_62805	10.5726
NEUTE1DRAFT_127136	13.0636
NEUTE1DRAFT_135481	0
NEUTE1DRAFT_92564	252.114
NEUTE1DRAFT_99376	0.33064
NEUTE1DRAFT_91842	201.667
NEUTE1DRAFT_119734	17.9105
NEUTE1DRAFT_55956	0
NEUTE1DRAFT_116707	158.417
NEUTE1DRAFT_56573	26.7117
NEUTE1DRAFT_75709	8.62252
NEUTE1DRAFT_56913	40.5292
NEUTE1DRAFT_81372	57.0682
NEUTE1DRAFT_85824	0.754338
NEUTE1DRAFT_143734	8.39848
NEUTE1DRAFT_143849	44.2146
NEUTE1DRAFT_101763	0
NEUTE1DRAFT_61488	34.504
NEUTE1DRAFT_119686	87.6775
NEUTE1DRAFT_128084	11.9425
NEUTE1DRAFT_115679	0
NEUTE1DRAFT_121518	4.88754
NEUTE1DRAFT_141058	0.950178
NEUTE1DRAFT_130399	21.9237
NEUTE1DRAFT_124048	35.648
NEUTE1DRAFT_115698	277.349
NEUTE1DRAFT_65646	9.29669
NEUTE1DRAFT_107759	3.24501
NEUTE1DRAFT_60260	83.3713
NEUTE1DRAFT_115688	26.5209
NEUTE1DRAFT_117246	144.913
NEUTE1DRAFT_119785	20.7357
NEUTE1DRAFT_101133	0
NEUTE1DRAFT_35387	43.9409
NEUTE1DRAFT_120293	125.599
NEUTE1DRAFT_123916	93.2948
NEUTE1DRAFT_71807	53.6317
NEUTE1DRAFT_58154	42.5525
NEUTE1DRAFT_144278	25.7324
NEUTE1DRAFT_59351	39.483
NEUTE1DRAFT_79253	24.4665
NEUTE1DRAFT_127149	27.219
NEUTE1DRAFT_120607	83.453
NEUTE1DRAFT_57029	46.0186
NEUTE1DRAFT_123218	4.54217
NEUTE1DRAFT_72572	251.433
NEUTE1DRAFT_98931	7.9218
NEUTE1DRAFT_134364	24.3107
NEUTE1DRAFT_146441	40.6073
NEUTE1DRAFT_100761	0
NEUTE1DRAFT_145240	13.4682
NEUTE1DRAFT_137791	9.85185
NEUTE1DRAFT_150199	50.249
NEUTE1DRAFT_80580	180.398
NEUTE1DRAFT_56659	86.8593
NEUTE1DRAFT_116469	213.97
NEUTE1DRAFT_24301	4.00031
NEUTE1DRAFT_123823	11.8689
NEUTE1DRAFT_144029	50.8086
NEUTE1DRAFT_76802	36.9362
NEUTE1DRAFT_100893	0.917954
NEUTE1DRAFT_127151	17.055
NEUTE1DRAFT_123564	20.6376
NEUTE1DRAFT_116455	57.0742
NEUTE1DRAFT_64387	7.5964
NEUTE1DRAFT_98656	14.4346
NEUTE1DRAFT_120093	0
NEUTE1DRAFT_51564	30.8269
NEUTE1DRAFT_135293	1.33215
NEUTE1DRAFT_40103	2486.29
NEUTE1DRAFT_57015	8.06208
NEUTE1DRAFT_119446	17.5052
NEUTE1DRAFT_56428	27.3538
NEUTE1DRAFT_123309	46.4419
NEUTE1DRAFT_120840	6.87601
NEUTE1DRAFT_98501	134.742
NEUTE1DRAFT_75559	14.6543
NEUTE1DRAFT_151030	12.1486
NEUTE1DRAFT_127159	17.459
NEUTE1DRAFT_110442	4.44485
NEUTE1DRAFT_116073	71.6652
NEUTE1DRAFT_145504	52.1288
NEUTE1DRAFT_117506	1.71242
NEUTE1DRAFT_115919	27.2295
NEUTE1DRAFT_145059	17.2861
NEUTE1DRAFT_78799	20.7938
NEUTE1DRAFT_144747	6.67898
NEUTE1DRAFT_115825	171.307
NEUTE1DRAFT_120163	62.236
NEUTE1DRAFT_119587	14.3241
NEUTE1DRAFT_127183	7.64593
NEUTE1DRAFT_92467	330.75
NEUTE1DRAFT_99118	1.52165
NEUTE1DRAFT_111197	77.4161
NEUTE1DRAFT_84645	43.8975
NEUTE1DRAFT_76548	14.1823
NEUTE1DRAFT_146129	17.3037
NEUTE1DRAFT_69350	27.9988
NEUTE1DRAFT_100065	33.9521
NEUTE1DRAFT_78898	13.4183
NEUTE1DRAFT_75086	11.6335
NEUTE1DRAFT_35008	0
NEUTE1DRAFT_129036	11.3819
NEUTE1DRAFT_146847	27.8099
NEUTE1DRAFT_143681	22.7055
NEUTE1DRAFT_99882	0.276888
NEUTE1DRAFT_75063	16.4934
NEUTE1DRAFT_143953	13.8273
NEUTE1DRAFT_144837	93.9256
NEUTE1DRAFT_62260	36.1265
NEUTE1DRAFT_115622	0
NEUTE1DRAFT_63112	86.8156
NEUTE1DRAFT_47699	160.051
NEUTE1DRAFT_103327	3.57589
NEUTE1DRAFT_138072	0.470123
NEUTE1DRAFT_38719	0
NEUTE1DRAFT_119646	221.73
NEUTE1DRAFT_57368	28.5715
NEUTE1DRAFT_128834	39.0844
NEUTE1DRAFT_131930	60.1684
NEUTE1DRAFT_136367	1.01821
NEUTE1DRAFT_119452	12.8012
NEUTE1DRAFT_128675	13.5085
NEUTE1DRAFT_120457	98.7802
NEUTE1DRAFT_75902	75.2826
NEUTE1DRAFT_139268	2.68706
NEUTE1DRAFT_60739	136.741
NEUTE1DRAFT_95327	0
NEUTE1DRAFT_130418	26.8575
NEUTE1DRAFT_149508	44.1659
NEUTE1DRAFT_132481	143.555
NEUTE1DRAFT_56436	8.30079
NEUTE1DRAFT_81963	22.6881
NEUTE1DRAFT_127843	51.1211
NEUTE1DRAFT_143844	30.6716
NEUTE1DRAFT_125688	0.757966
NEUTE1DRAFT_71164	52.8538
NEUTE1DRAFT_103501	0
NEUTE1DRAFT_119474	51.7699
NEUTE1DRAFT_141041	7.76657
NEUTE1DRAFT_115658	39.2265
NEUTE1DRAFT_117522	20.1181
NEUTE1DRAFT_61395	39.0543
NEUTE1DRAFT_128223	39.3397
NEUTE1DRAFT_49755	3.36489
NEUTE1DRAFT_107373	83.8151
NEUTE1DRAFT_46886	0
NEUTE1DRAFT_108934	1.77183
NEUTE1DRAFT_147718	63.1648
